OBSPRED_ID,NoRWeST_ID,MonthYear,MonthlyMax,MonthlyMin,MonthlyMean,SD,Ndays,MaxDailyRange,SampleMonth,SampleYear
1681,MidSnake_1681,07-2002,28.96,11.61,18.9973913,1.170666875,23,14.34,7,2002
1681,MidSnake_1681,08-2002,24.88,9.59,16.07350806,1.057247558,31,13.02,8,2002
1681,MidSnake_1681,09-2002,22.48,6.65,13.80560606,1.593514,22,10.63,9,2002
1682,MidSnake_1682,07-2002,27.01,11.83,18.55,1.122572521,23,12.74,7,2002
1682,MidSnake_1682,08-2002,23.37,9.97,15.76427419,0.99850309,31,11.47,8,2002
1682,MidSnake_1682,09-2002,21.68,6.88,13.67550189,1.568157176,22,10.46,9,2002
1683,MidSnake_1683,07-2002,24.73,11.71,17.3821558,0.990345786,23,10.75,7,2002
1683,MidSnake_1683,08-2002,21.69,9.86,15.03808468,0.905677919,31,9.93,8,2002
1683,MidSnake_1683,09-2002,20.22,6.93,13.2104072,1.499741754,22,8.98,9,2002
1684,MidSnake_1684,07-2002,21.41,11.11,15.72112319,0.850695955,23,8.18,7,2002
1684,MidSnake_1684,08-2002,19.78,9.71,13.84530242,0.763429863,31,7.84,8,2002
1684,MidSnake_1684,09-2002,18.48,7.23,12.58595644,1.292456122,22,7.61,9,2002
1685,MidSnake_1685,07-2002,27.73,11.68,18.71086957,1.145822871,23,13.43,7,2002
1685,MidSnake_1685,08-2002,23.72,9.83,15.8555578,1.020929347,31,11.96,8,2002
1685,MidSnake_1685,09-2002,21.53,6.9,13.69756629,1.580503846,22,9.96,9,2002
1686,MidSnake_1686,07-2002,26.78,11.82,18.32279891,1.131422738,23,12.02,7,2002
1686,MidSnake_1686,08-2002,22.98,9.96,15.55426747,0.979256355,31,10.95,8,2002
1686,MidSnake_1686,09-2002,21.48,6.88,13.54928977,1.555124315,22,10.11,9,2002
1687,MidSnake_1687,07-2002,23.55,11.5,16.75815217,0.936253336,23,9.79,7,2002
1687,MidSnake_1687,08-2002,20.71,9.79,14.56300403,0.857707759,31,8.69,8,2002
1687,MidSnake_1687,09-2002,19.24,7.01,12.99553977,1.402724976,22,8.41,9,2002
1688,MidSnake_1688,07-2002,15.28,8.76,12.33415179,0.597125126,14,5.12,7,2002
1688,MidSnake_1688,08-2002,14.02,5.81,9.94296371,1.014973563,31,5.42,8,2002
1688,MidSnake_1688,09-2002,12.16,4.56,8.912627315,1.273027793,18,4.19,9,2002
1689,MidSnake_1689,07-2002,15.39,8.87,12.34480655,0.594237589,14,5.28,7,2002
1689,MidSnake_1689,08-2002,14.13,5.93,9.965551075,0.997978478,31,5.41,8,2002
1689,MidSnake_1689,09-2002,12.28,4.84,8.960335648,1.253573432,18,4.34,9,2002
1690,MidSnake_1690,07-2002,15.17,8.81,12.20529762,0.589953725,14,5.28,7,2002
1690,MidSnake_1690,08-2002,14.07,5.87,9.816955645,0.999857005,31,5.42,8,2002
1690,MidSnake_1690,09-2002,12.21,4.62,8.831851852,1.250021797,18,4.33,9,2002
1691,MidSnake_1691,07-2002,14.15,8.61,11.69979167,0.603306578,13,4.17,7,2002
1691,MidSnake_1691,08-2002,11.38,7.84,9.404479167,0.561413321,2,2.77,8,2002
1691,MidSnake_1691,09-2002,11.53,4.74,8.72275463,1.191126496,18,3.54,9,2002
1692,MidSnake_1692,07-2002,13.02,8.09,10.95470238,0.589566451,14,3.55,7,2002
1692,MidSnake_1692,08-2002,11.94,5.77,8.958602151,0.829157144,31,3.84,8,2002
1692,MidSnake_1692,09-2002,10.86,4.68,8.42869213,1.084300861,18,3.25,9,2002
1693,MidSnake_1693,07-2002,12.99,8.21,10.88848214,0.553621282,14,3.56,7,2002
1693,MidSnake_1693,08-2002,12.06,6.03,9.025719086,0.781809211,31,3.56,8,2002
1693,MidSnake_1693,09-2002,10.98,4.94,8.522569444,1.03371158,18,3.1,9,2002
1694,MidSnake_1694,07-2002,12.98,7.88,10.6618006,0.595330278,14,3.87,7,2002
1694,MidSnake_1694,08-2002,11.74,5.86,8.734139785,0.793830735,31,3.4,8,2002
1694,MidSnake_1694,09-2002,10.97,4.61,8.279236111,1.0787832,18,3.25,9,2002
1695,MidSnake_1695,07-2002,12.43,7.97,10.59311012,0.566328551,14,2.94,7,2002
1695,MidSnake_1695,08-2002,11.51,5.81,8.723420699,0.791538275,31,3.23,8,2002
1695,MidSnake_1695,09-2002,10.74,4.87,8.331319444,1.037701635,18,2.94,9,2002
1696,MidSnake_1696,07-2002,12.36,7.57,10.30428571,0.550023083,14,3.4,7,2002
1696,MidSnake_1696,08-2002,11.43,5.56,8.575181452,0.737031263,31,3.55,8,2002
1696,MidSnake_1696,09-2002,10.66,4.78,8.188611111,0.983253273,18,3.24,9,2002
1697,MidSnake_1697,07-2002,17.64,8.43,12.6796875,0.86766516,20,7.2,7,2002
1697,MidSnake_1697,08-2002,15.11,6.25,10.27788978,0.946295909,31,6.83,8,2002
1697,MidSnake_1697,09-2002,13.54,5.32,9.442994792,0.969159844,16,5.42,9,2002
1698,MidSnake_1698,07-2002,17.42,8.19,12.22972917,0.822376044,20,7.38,7,2002
1698,MidSnake_1698,08-2002,14.87,6.17,9.965383065,0.900394172,31,6.83,8,2002
1698,MidSnake_1698,09-2002,13.16,5.23,9.156002604,0.909759053,16,5.27,9,2002
1699,MidSnake_1699,07-2002,16.69,7.51,11.69915625,0.793041222,20,7.17,7,2002
1699,MidSnake_1699,08-2002,14.32,5.64,9.536975806,0.872330582,31,6.96,8,2002
1699,MidSnake_1699,09-2002,13.08,4.72,8.745559896,0.885068833,16,5.58,9,2002
1700,MidSnake_1700,07-2002,15.98,7.11,11.04976042,0.749086799,20,7.01,7,2002
1700,MidSnake_1700,08-2002,13.63,5.39,9.014227151,0.810805743,31,6.83,8,2002
1700,MidSnake_1700,09-2002,12.54,4.46,8.268138021,0.806966612,16,5.74,9,2002
1701,MidSnake_1701,07-2002,14.64,6.62,10.105375,0.683520562,20,6.32,7,2002
1701,MidSnake_1701,08-2002,12.33,5.23,8.257318548,0.704090216,31,5.86,8,2002
1701,MidSnake_1701,09-2002,11.25,4.45,7.619778646,0.686597722,16,4.78,9,2002
1702,MidSnake_1702,07-2002,13.37,6.1,9.217958333,0.654259096,20,5.72,7,2002
1702,MidSnake_1702,08-2002,11.36,4.86,7.498897849,0.621277559,31,5.26,8,2002
1702,MidSnake_1702,09-2002,9.96,4.07,6.925585938,0.601047105,16,4.17,9,2002
1703,MidSnake_1703,07-2002,14.25,6.04,9.653416667,0.688617617,20,6.35,7,2002
1703,MidSnake_1703,08-2002,12.08,4.47,7.853205645,0.715121505,31,6.2,8,2002
1703,MidSnake_1703,09-2002,11,3.69,7.245664063,0.791736938,16,5.12,9,2002
1704,MidSnake_1704,07-2002,14.59,6.08,9.819104167,0.647872524,20,6.81,7,2002
1704,MidSnake_1704,08-2002,13.21,4.36,8.143461022,0.755131825,31,7.14,8,2002
1704,MidSnake_1704,09-2002,12.27,3.58,7.512617188,0.851212201,16,6.51,9,2002
1705,MidSnake_1705,07-2002,13.62,6.2,9.525177083,0.746487793,20,5.56,7,2002
1705,MidSnake_1705,08-2002,11.29,4.34,7.459831989,0.765230466,31,4.95,8,2002
1705,MidSnake_1705,09-2002,9.75,3.41,6.774570313,0.862908382,16,4.01,9,2002
1706,MidSnake_1706,07-2002,13.62,6.15,9.379510417,0.759700487,20,5.6,7,2002
1706,MidSnake_1706,08-2002,11.13,4.43,7.371619624,0.722668601,31,4.68,8,2002
1706,MidSnake_1706,09-2002,9.72,3.48,6.727317708,0.842974777,16,4.04,9,2002
1707,MidSnake_1707,07-2002,21.68,12.76,16.57479167,0.912180718,21,7.33,7,2002
1707,MidSnake_1707,08-2002,19.08,10.28,14.08806452,0.796605975,31,6.77,8,2002
1707,MidSnake_1707,09-2002,17.62,7.5,11.95772569,1.257356274,24,6.37,9,2002
1708,MidSnake_1708,07-2002,20.15,11.93,15.59513889,0.926499916,21,6.64,7,2002
1708,MidSnake_1708,08-2002,17.72,9.77,13.09944892,0.740331204,31,5.9,8,2002
1708,MidSnake_1708,09-2002,15.82,7,11.20063368,1.185205467,24,5.27,9,2002
1709,MidSnake_1709,07-2002,20.41,12.48,15.56270833,0.878145408,21,6.97,7,2002
1709,MidSnake_1709,08-2002,16.7,10.16,12.98492608,0.762221115,31,4.83,8,2002
1709,MidSnake_1709,09-2002,15.12,7.53,11.13759549,1.123146506,24,4.65,9,2002
1710,MidSnake_1710,07-2002,19.6,11.73,15.32460317,1.026253903,21,5.66,7,2002
1710,MidSnake_1710,08-2002,17.03,9.57,12.57066532,0.777375571,31,5.11,8,2002
1710,MidSnake_1710,09-2002,14.83,6.79,10.63768229,1.263371859,24,4.48,9,2002
1711,MidSnake_1711,07-2002,21.46,10.5,15.47703373,1.085113975,21,8.57,7,2002
1711,MidSnake_1711,08-2002,18.36,7.72,12.48268817,0.940965498,31,8.12,8,2002
1711,MidSnake_1711,09-2002,15.8,5.07,10.28026042,1.435845401,24,6.7,9,2002
1712,MidSnake_1712,07-2002,21.27,11,15.80710317,1.016660158,21,8.2,7,2002
1712,MidSnake_1712,08-2002,18.19,8.38,12.91240591,0.955544512,31,7.3,8,2002
1712,MidSnake_1712,09-2002,15.66,5.44,10.62172743,1.509688039,24,5.9,9,2002
1713,MidSnake_1713,07-2002,20.47,10.39,15.18984127,0.962560365,21,8.02,7,2002
1713,MidSnake_1713,08-2002,17.89,7.93,12.48726478,0.932417727,31,7.61,8,2002
1713,MidSnake_1713,09-2002,15.35,4.83,10.13528646,1.551547628,24,6.04,9,2002
1714,MidSnake_1714,07-2002,20.35,9.81,14.58740079,0.965038029,21,8.32,7,2002
1714,MidSnake_1714,08-2002,18.09,7.04,11.96334005,0.931029663,31,8.69,8,2002
1714,MidSnake_1714,09-2002,16.18,4.08,9.731223958,1.539181111,24,7.72,9,2002
1715,MidSnake_1715,07-2002,16.01,8.11,12.05113839,0.766084638,28,6.01,7,2002
1715,MidSnake_1715,08-2002,14.27,6.56,9.881310484,0.818713549,31,5.09,8,2002
1715,MidSnake_1715,09-2002,12.58,5.78,9.097148438,0.950857373,16,4.17,9,2002
1716,MidSnake_1716,07-2002,15.97,8.24,12.0228869,0.772222222,28,5.69,7,2002
1716,MidSnake_1716,08-2002,13.93,6.7,9.868689516,0.83767964,31,4.77,8,2002
1716,MidSnake_1716,09-2002,12.24,5.62,9.065546875,0.993076446,16,3.7,9,2002
1717,MidSnake_1717,07-2002,15.64,8.07,11.8191369,0.785513647,28,5.55,7,2002
1717,MidSnake_1717,08-2002,13.77,6.53,9.671115591,0.807536582,31,4.64,8,2002
1717,MidSnake_1717,09-2002,12.23,5.44,8.928268229,0.983380133,16,3.85,9,2002
1718,MidSnake_1718,07-2002,15.89,7.81,11.61558036,0.831614733,28,5.88,7,2002
1718,MidSnake_1718,08-2002,13.69,6.26,9.391182796,0.839662142,31,4.95,8,2002
1718,MidSnake_1718,09-2002,12.14,5.17,8.606536458,1.039027231,16,4.02,9,2002
1719,MidSnake_1719,07-2002,15.24,7.53,11.17833333,0.83067477,28,5.54,7,2002
1719,MidSnake_1719,08-2002,13.38,6.13,9.033272849,0.826285051,31,4.78,8,2002
1719,MidSnake_1719,09-2002,11.84,4.89,8.312669271,1.043013699,16,3.85,9,2002
1720,MidSnake_1720,07-2002,13.99,6.88,10.52026042,0.814175805,28,4.8,7,2002
1720,MidSnake_1720,08-2002,11.68,5.33,8.388326613,0.837108557,31,3.87,8,2002
1720,MidSnake_1720,09-2002,10.44,4.23,7.667421875,1.077221171,16,2.8,9,2002
1721,MidSnake_1721,07-2002,13.72,6.45,10.07822173,0.746222512,28,5.26,7,2002
1721,MidSnake_1721,08-2002,11.4,5.05,8.119086022,0.80886016,31,4.17,8,2002
1721,MidSnake_1721,09-2002,10.16,3.96,7.389765625,1.010625668,16,3.11,9,2002
1722,MidSnake_1722,07-2002,13.4,5.99,9.482209821,0.671225777,28,5.55,7,2002
1722,MidSnake_1722,08-2002,11.39,4.9,7.776875,0.740758105,31,4.79,8,2002
1722,MidSnake_1722,09-2002,10.16,3.81,7.130117188,0.920155262,16,3.41,9,2002
1723,MidSnake_1723,07-2002,12.59,5.93,8.900974702,0.602283199,28,4.96,7,2002
1723,MidSnake_1723,08-2002,10.89,4.99,7.394543011,0.652312796,31,4.19,8,2002
1723,MidSnake_1723,09-2002,9.81,4.06,6.814505208,0.810797065,16,3.1,9,2002
1724,MidSnake_1724,07-2002,19.21,9.27,13.99900298,0.625570845,14,8.52,7,2002
1724,MidSnake_1724,08-2002,16.95,6.15,11.35037634,1.100872875,31,8.59,8,2002
1724,MidSnake_1724,09-2002,14.87,3.17,8.797648237,1.73904761,26,6.85,9,2002
1725,MidSnake_1725,07-2002,13.5,7.02,10.12275298,0.501906281,14,5.55,7,2002
1725,MidSnake_1725,08-2002,12.57,4.86,8.397295027,0.759518382,31,5.41,8,2002
1725,MidSnake_1725,09-2002,11.34,3.12,6.93338141,1.410371211,26,4.32,9,2002
1726,MidSnake_1726,07-2002,18.32,8.94,13.33752232,0.633654257,14,7.8,7,2002
1726,MidSnake_1726,08-2002,16.41,6.17,10.81477823,1.035413315,31,7.91,8,2002
1726,MidSnake_1726,09-2002,14.51,3.37,8.508253205,1.684530612,26,6.33,9,2002
1727,MidSnake_1727,06-2003,14.66,5.49,9.831190476,1.381150751,7,6.22,6,2003
1727,MidSnake_1727,07-2003,16.73,7.36,12.00266801,1.116746116,31,6.84,7,2003
1727,MidSnake_1727,08-2003,15.61,7.67,11.38635081,0.7341519,31,5.76,8,2003
1727,MidSnake_1727,09-2003,13.26,3.13,7.845777778,1.942972793,30,4.05,9,2003
1727,MidSnake_1727,10-2003,10.16,6.43,8.347083333,0.534567663,4,3.73,10,2003
1728,MidSnake_1728,06-2003,15.65,5.37,10.20714286,1.446193583,7,7.14,6,2003
1728,MidSnake_1728,07-2003,18.04,7.4,12.4978629,1.164458789,31,8.1,7,2003
1728,MidSnake_1728,08-2003,16.44,7.71,11.84102151,0.792703096,31,6.87,8,2003
1728,MidSnake_1728,09-2003,14.07,3.02,8.075493056,2.019018427,30,4.82,9,2003
1728,MidSnake_1728,10-2003,10.81,6.31,8.49421875,0.547366099,4,4.03,10,2003
1729,MidSnake_1729,06-2003,16.37,5.49,10.54779762,1.469292526,7,7.78,6,2003
1729,MidSnake_1729,07-2003,18.44,7.51,12.79923387,1.120122949,31,8.57,7,2003
1729,MidSnake_1729,08-2003,16.85,7.97,12.10047715,0.789791694,31,7.16,8,2003
1729,MidSnake_1729,09-2003,14.32,3.45,8.324118056,1.976929423,30,5.11,9,2003
1729,MidSnake_1729,10-2003,10.61,6.58,8.621979167,0.528337181,4,3.87,10,2003
1730,MidSnake_1730,06-2003,16.06,6.59,11.18541667,1.13873233,6,7.11,6,2003
1730,MidSnake_1730,07-2003,17.64,8.14,12.97200941,1.076361396,31,7.46,7,2003
1730,MidSnake_1730,08-2003,16.06,8.44,12.2756586,0.754019474,31,5.89,8,2003
1730,MidSnake_1730,09-2003,13.86,4.11,8.567666667,1.927702258,30,4.17,9,2003
1730,MidSnake_1730,10-2003,10.46,6.91,8.825052083,0.521918075,4,3.4,10,2003
1731,MidSnake_1731,06-2003,15.72,7.06,11.42715278,1.112673478,6,6.32,6,2003
1731,MidSnake_1731,07-2003,17.31,8.6,13.18524866,1.053393371,31,6.51,7,2003
1731,MidSnake_1731,08-2003,16.04,8.91,12.55942876,0.722319089,31,5.12,8,2003
1731,MidSnake_1731,09-2003,13.84,4.73,8.938361111,1.88354976,30,3.56,9,2003
1731,MidSnake_1731,10-2003,10.76,7.37,9.177447917,0.500166129,4,3.09,10,2003
1732,MidSnake_1732,06-2003,15.74,7.52,11.71845833,0.851408512,5,6.34,6,2003
1732,MidSnake_1732,07-2003,17.48,8.61,13.17115591,1.074775555,31,6.52,7,2003
1732,MidSnake_1732,08-2003,16.06,8.91,12.53663978,0.738489864,31,5.27,8,2003
1732,MidSnake_1732,09-2003,13.7,4.57,8.844701389,1.916441508,30,3.71,9,2003
1732,MidSnake_1732,10-2003,10.77,7.21,9.076458333,0.517263628,4,3.1,10,2003
1733,MidSnake_1733,06-2003,15.48,4.18,9.221175595,1.833772508,14,7.12,6,2003
1733,MidSnake_1733,07-2003,17.86,7.44,12.40655914,1.475947019,31,7.12,7,2003
1733,MidSnake_1733,08-2003,17.53,8.21,12.18363575,0.745616289,31,7.14,8,2003
1733,MidSnake_1733,09-2003,15.8,2.93,8.387261905,2.20922195,28,6.5,9,2003
1734,MidSnake_1734,06-2003,16.32,4.34,9.817053571,1.916077918,14,7.63,6,2003
1734,MidSnake_1734,07-2003,19.69,7.77,13.15402554,1.497973708,31,7.95,7,2003
1734,MidSnake_1734,08-2003,18.39,8.84,12.89036962,0.752537585,31,7.65,8,2003
1734,MidSnake_1734,09-2003,16.47,3.41,9.061138393,2.175288779,28,6.54,9,2003
1735,MidSnake_1735,06-2003,17.91,4.84,10.87565476,2.048554803,14,8.36,6,2003
1735,MidSnake_1735,07-2003,22.64,8.56,14.89817876,1.687840771,31,9.57,7,2003
1735,MidSnake_1735,08-2003,21.31,9.79,14.68605511,0.89470414,31,9.44,8,2003
1735,MidSnake_1735,09-2003,18.87,4.07,10.34743304,2.347990959,28,7.84,9,2003
1736,MidSnake_1736,06-2003,20.39,5.51,12.16376488,2.169968212,14,10.09,6,2003
1736,MidSnake_1736,07-2003,24.06,9.37,17.03051075,1.934353009,31,10.95,7,2003
1736,MidSnake_1736,08-2003,22.04,12.47,16.98933468,1.056981853,31,7.17,8,2003
1736,MidSnake_1736,09-2003,18.77,6.44,12.07579613,2.492646038,28,5.2,9,2003
1737,MidSnake_1737,06-2003,20.11,6.08,12.80434524,2.19523871,14,9.09,6,2003
1737,MidSnake_1737,07-2003,23.96,10.28,17.06418683,1.581688574,31,9.58,7,2003
1737,MidSnake_1737,08-2003,22.25,11.53,16.31790323,0.877927006,31,8.49,8,2003
1737,MidSnake_1737,09-2003,19.62,5.77,11.70932292,2.326758481,28,7.31,9,2003
1738,MidSnake_1738,06-2003,19.36,6.66,13.05283565,1.886304379,18,7.84,6,2003
1738,MidSnake_1738,07-2003,22.64,10.69,16.75007392,1.418832146,31,8.08,7,2003
1738,MidSnake_1738,08-2003,20.81,11.62,15.92070565,0.798191633,31,7.13,8,2003
1738,MidSnake_1738,09-2003,18.22,6.04,11.69236607,2.216387151,28,5.59,9,2003
1739,MidSnake_1739,06-2003,19.33,6.69,13.0658912,1.886521058,18,7.81,6,2003
1739,MidSnake_1739,07-2003,22.61,10.85,16.76245968,1.430797217,31,8.05,7,2003
1739,MidSnake_1739,08-2003,20.78,11.62,15.9375,0.806994352,31,6.94,8,2003
1739,MidSnake_1739,09-2003,18.2,5.91,11.68366815,2.23542502,28,5.49,9,2003
1740,MidSnake_1740,06-2003,20.39,7.84,13.64067308,2.053771981,13,8.07,6,2003
1740,MidSnake_1740,07-2003,24.57,10.93,17.20122984,1.498451845,31,10.15,7,2003
1740,MidSnake_1740,08-2003,23.54,10.47,16.26407258,1.064924522,31,12.15,8,2003
1740,MidSnake_1740,09-2003,20.56,6.15,12.08372768,2.017574277,28,9.17,9,2003
1741,MidSnake_1741,06-2003,16.78,4.65,10.04945513,1.959091091,13,7.88,6,2003
1741,MidSnake_1741,07-2003,21.14,8.07,13.88518145,1.608435067,31,8.76,7,2003
1741,MidSnake_1741,08-2003,20,9.14,13.77565188,0.826624353,31,8.79,8,2003
1741,MidSnake_1741,09-2003,17.74,3.72,9.633422619,2.279033286,28,7.35,9,2003
1742,MidSnake_1742,06-2003,20.44,7.93,13.95599781,1.759476596,19,7.9,6,2003
1742,MidSnake_1742,07-2003,23.76,11.16,17.48912634,1.532595607,31,9.17,7,2003
1742,MidSnake_1742,08-2003,21.91,11.32,16.56418683,1.009407221,31,7.74,8,2003
1742,MidSnake_1742,09-2003,18.5,6.54,11.98534028,2.163594102,30,6.1,9,2003
1743,MidSnake_1743,06-2003,12.53,6.95,9.860875,0.529513899,5,4.49,6,2003
1743,MidSnake_1743,07-2003,13.78,7.42,10.69958333,0.760529491,31,4.96,7,2003
1743,MidSnake_1743,08-2003,13.31,7.88,10.56213038,0.44199082,31,4.34,8,2003
1743,MidSnake_1743,09-2003,12.22,4.14,8.310166667,1.350330496,30,4.35,9,2003
1743,MidSnake_1743,10-2003,10.83,7.11,8.78922619,0.316439696,7,3.56,10,2003
1744,MidSnake_1744,06-2003,12.99,6.99,10.092,0.581089576,5,4.77,6,2003
1744,MidSnake_1744,07-2003,14.38,7.3,10.97694892,0.817176399,31,5.23,7,2003
1744,MidSnake_1744,08-2003,13.76,7.91,10.81799059,0.483268346,31,4.77,8,2003
1744,MidSnake_1744,09-2003,12.68,4.05,8.389194444,1.442763432,30,4.16,9,2003
1744,MidSnake_1744,10-2003,10.84,7.14,8.883809524,0.340982116,7,3.39,10,2003
1745,MidSnake_1745,06-2003,13.13,6.95,10.22120833,0.595498839,5,4.94,6,2003
1745,MidSnake_1745,07-2003,14.68,7.41,11.13639785,0.852178078,31,5.25,7,2003
1745,MidSnake_1745,08-2003,13.9,7.88,10.9893078,0.502528458,31,4.79,8,2003
1745,MidSnake_1745,09-2003,12.98,3.99,8.479645833,1.49165366,30,4.65,9,2003
1745,MidSnake_1745,10-2003,11.43,6.95,8.95172619,0.390045658,7,4.02,10,2003
1746,MidSnake_1746,06-2003,13.57,7.06,10.39333333,0.599855035,5,5.11,6,2003
1746,MidSnake_1746,07-2003,14.97,7.52,11.32122312,0.863903864,31,5.43,7,2003
1746,MidSnake_1746,08-2003,14.19,7.99,11.17012097,0.511758542,31,4.97,8,2003
1746,MidSnake_1746,09-2003,13.26,3.93,8.629319444,1.510991199,30,4.81,9,2003
1746,MidSnake_1746,10-2003,11.71,7.06,9.105,0.398237418,7,4.18,10,2003
1747,MidSnake_1747,06-2003,13.54,6.88,10.26975,0.612831674,5,5.27,6,2003
1747,MidSnake_1747,07-2003,14.94,7.34,11.20196909,0.88268131,31,5.58,7,2003
1747,MidSnake_1747,08-2003,14.16,7.81,11.04038306,0.532240221,31,5.11,8,2003
1747,MidSnake_1747,09-2003,13.23,3.75,8.438215278,1.54848521,30,5.13,9,2003
1747,MidSnake_1747,10-2003,11.68,6.72,8.914404762,0.417082161,7,4.19,10,2003
1748,MidSnake_1748,06-2003,13.63,6.84,10.394,0.626649203,5,5.4,6,2003
1748,MidSnake_1748,07-2003,15.03,7.31,11.33471102,0.896771585,31,5.7,7,2003
1748,MidSnake_1748,08-2003,14.09,7.77,11.14389113,0.55075895,31,5.25,8,2003
1748,MidSnake_1748,09-2003,13.17,3.74,8.477479167,1.569413507,30,4.78,9,2003
1748,MidSnake_1748,10-2003,11.47,6.84,8.920238095,0.427451728,7,4.02,10,2003
1749,MidSnake_1749,06-2003,13.64,6.99,10.45004167,0.633667408,5,5.26,6,2003
1749,MidSnake_1749,07-2003,15.04,7.3,11.39954973,0.902295653,31,5.57,7,2003
1749,MidSnake_1749,08-2003,14.1,7.92,11.20152554,0.555582028,31,5.1,8,2003
1749,MidSnake_1749,09-2003,13.33,3.72,8.500375,1.598777369,30,5.12,9,2003
1749,MidSnake_1749,10-2003,11.78,6.68,8.968392857,0.444727921,7,4.17,10,2003
1750,MidSnake_1750,06-2003,13.72,5.53,9.675590278,1.238248663,12,5.4,6,2003
1750,MidSnake_1750,07-2003,15.13,7.39,11.38395833,0.91548319,31,5.71,7,2003
1750,MidSnake_1750,08-2003,14.03,7.86,11.17495968,0.565337231,31,5.1,8,2003
1750,MidSnake_1750,09-2003,13.26,3.66,8.442798611,1.617765777,30,4.95,9,2003
1750,MidSnake_1750,10-2003,11.72,6.62,8.909047619,0.451916554,7,4.17,10,2003
1751,MidSnake_1751,06-2003,14.29,5.62,10.03347222,1.336212473,12,5.89,6,2003
1751,MidSnake_1751,07-2003,15.88,7.49,11.8880914,0.962307942,31,6.19,7,2003
1751,MidSnake_1751,08-2003,14.77,8.11,11.5927957,0.616679828,31,5.41,8,2003
1751,MidSnake_1751,09-2003,13.52,3.59,8.616916667,1.717629682,30,4.66,9,2003
1751,MidSnake_1751,10-2003,11.82,6.87,9.085119048,0.504538715,7,4.02,10,2003
1752,MidSnake_1752,06-2003,15.17,5.87,10.59153935,1.266847662,18,5.88,6,2003
1752,MidSnake_1752,07-2003,16.43,7.88,12.22948925,1.004394993,31,6.2,7,2003
1752,MidSnake_1752,08-2003,15.17,8.34,11.89892473,0.647215204,31,5.26,8,2003
1752,MidSnake_1752,09-2003,13.61,3.68,8.763284722,1.781235293,30,4.65,9,2003
1752,MidSnake_1752,10-2003,12.06,6.96,9.229583333,0.526301352,7,3.86,10,2003
1753,MidSnake_1753,06-2003,17.14,6.9,11.96753472,1.207381266,6,7.62,6,2003
1753,MidSnake_1753,07-2003,19.88,8.59,14.2647379,1.341552322,31,8.26,7,2003
1753,MidSnake_1753,08-2003,18.91,9.37,13.72640457,0.824694607,31,7.33,8,2003
1753,MidSnake_1753,09-2003,16.03,7.67,12.13539352,1.298952308,9,5.89,9,2003
1754,MidSnake_1754,06-2003,15.31,6.44,10.65375,1.087350812,6,6.37,6,2003
1754,MidSnake_1754,07-2003,18.33,7.68,12.76885753,1.374163227,31,7.79,7,2003
1754,MidSnake_1754,08-2003,17.05,7.99,12.35499328,0.854275353,31,6.88,8,2003
1754,MidSnake_1754,09-2003,14.04,6.59,10.78712963,1.249362857,9,5.27,9,2003
1755,MidSnake_1755,06-2003,17.57,6.82,11.92690972,1.244545791,6,8.13,6,2003
1755,MidSnake_1755,07-2003,20.81,8.36,14.52397849,1.517995463,31,8.93,7,2003
1755,MidSnake_1755,08-2003,19.51,9.6,14.25337366,0.86651903,31,8,8,2003
1755,MidSnake_1755,09-2003,16.78,7.9,12.58451389,1.402838091,9,6.4,9,2003
1756,MidSnake_1756,06-2003,17.48,6.92,12.06013889,1.25102335,6,7.95,6,2003
1756,MidSnake_1756,07-2003,20.38,8.61,14.40124328,1.375198555,31,8.59,7,2003
1756,MidSnake_1756,08-2003,18.92,9.23,13.86477823,0.864140767,31,7.65,8,2003
1756,MidSnake_1756,09-2003,16.21,7.53,12.21513889,1.335720434,9,6.21,9,2003
1757,MidSnake_1757,06-2003,17.72,6.86,12.18142361,1.261899262,6,8.09,6,2003
1757,MidSnake_1757,07-2003,20.78,8.56,14.52450941,1.365893782,31,9.21,7,2003
1757,MidSnake_1757,08-2003,19.33,9.17,13.95525538,0.890225691,31,8.43,8,2003
1757,MidSnake_1757,09-2003,16.46,7.63,12.28849537,1.351684648,9,6.52,9,2003
1758,MidSnake_1758,06-2003,17.5,6.28,11.72854167,1.641884569,7,7.82,6,2003
1758,MidSnake_1758,07-2003,19.93,8.6,14.37195565,1.296945661,31,8.3,7,2003
1758,MidSnake_1758,08-2003,18.31,9.37,13.70821909,0.825278441,31,6.92,8,2003
1758,MidSnake_1758,09-2003,15.91,7.67,11.973625,1.506676596,10,5.76,9,2003
1759,MidSnake_1759,06-2003,17.39,6.32,11.79550595,1.660344924,7,7.51,6,2003
1759,MidSnake_1759,07-2003,19.82,8.79,14.4919422,1.335578409,31,7.84,7,2003
1759,MidSnake_1759,08-2003,18.04,9.57,13.91849856,0.862628794,29,6.57,8,2003
1759,MidSnake_1759,09-2003,15.65,7.87,12.118875,1.53061854,10,5.14,9,2003
1760,MidSnake_1760,06-2003,16.89,6.49,11.75541667,1.633025277,7,6.96,6,2003
1760,MidSnake_1760,07-2003,18.82,9.12,14.37040323,1.27454892,31,6.69,7,2003
1760,MidSnake_1760,08-2003,17.06,10.04,13.77920699,0.759171209,31,4.85,8,2003
1760,MidSnake_1760,09-2003,14.84,8.5,12.11175,1.409028011,10,4.02,9,2003
