"","OBSPRED_ID","NoRWeST_ID","MonthYear","MonthlyMax","MonthlyMin","MonthlyMean","SD","Ndays","MaxDailyRange","SampleMonth","SampleYear","QAQC"
"5795",1011,"MidSnake_1011","Aug-09",11.11,"7.72",9.019905914,0.220720492,31,3.06,8,2009,0
"5796",1011,"MidSnake_1011","Sep-09",11.44,"7.33",9.021902778,0.336796781,30,3,9,2009,1
"5797",1011,"MidSnake_1011","Oct-09",12.05,"4.72",8.056670274,1.481167806,31,3,10,2009,0
"5798",1011,"MidSnake_1011","Nov-09",6.55,"3.88",5.052909722,0.664601782,30,1.28,11,2009,1
"5799",1011,"MidSnake_1011","Dec-09",4.16,"1.11",2.285800169,0.859279069,31,0.78,12,2009,1
"5800",1012,"MidSnake_1012","Jan-09",2.5,"0.66",1.081596102,0.216788622,31,1.61,1,2009,1
"5801",1012,"MidSnake_1012","Feb-09",4.66,"0.66",1.295133929,0.666558745,28,2.89,2,2009,0
"5802",1012,"MidSnake_1012","Mar-09",7.33,"0.72",2.893225806,1.022489293,31,6.45,3,2009,0
"5803",1012,"MidSnake_1012","Apr-09",12.38,"0.88",5.953760417,1.111946479,30,8,4,2009,0
"5804",1012,"MidSnake_1012","May-09",14.38,"3.22",7.918971774,1.179203254,31,8.39,5,2009,1
"5805",1012,"MidSnake_1012","Jun-09",21.5,"7.44",11.91116319,2.329320997,30,9.44,6,2009,0
"5806",1012,"MidSnake_1012","Jul-09",26.66,"12.83",19.6206922,2.087392627,31,9.05,7,2009,1
"5807",1012,"MidSnake_1012","Aug-09",27.72,"13.44",19.89007728,1.55323043,31,9.72,8,2009,1
"5808",1012,"MidSnake_1012","Sep-09",23.44,"9",16.37747569,2.054759088,30,8.89,9,2009,0
"5809",1012,"MidSnake_1012","Oct-09",13.38,"3",8.366737231,1.830564129,31,5.94,10,2009,1
"5810",1012,"MidSnake_1012","Nov-09",9.5,"0.88",3.428006944,1.752165374,30,4.45,11,2009,1
"5811",1012,"MidSnake_1012","Dec-09",2.5,"0.61",0.837708333,0.157324983,31,1.56,12,2009,1
"5812",1013,"MidSnake_1013","Jan-09",5.5,"0.61",2.747106855,0.979681363,31,2.62,1,2009,0
"5813",1013,"MidSnake_1013","Feb-09",8.88,"0.99",3.996450893,1.441596893,28,3.28,2,2009,1
"5814",1013,"MidSnake_1013","Mar-09",9.72,"2.27",5.924563172,1.298192986,31,4.66,3,2009,0
"5815",1013,"MidSnake_1013","Apr-09",17.77,"5",10.31820486,2.531723603,30,4.77,4,2009,0
"5816",1013,"MidSnake_1013","May-09",25.33,"10.61",17.07789315,3.386193025,31,6.28,5,2009,1
"5817",1013,"MidSnake_1013","Jun-09",27.61,"16.11",20.45642708,1.726556113,30,5.89,6,2009,1
"5818",1013,"MidSnake_1013","Jul-09",29,"18.77",24.33366716,1.703531052,31,6.73,7,2009,1
"5819",1013,"MidSnake_1013","Aug-09",28.94,"17.33",22.81826277,1.696859181,31,6.11,8,2009,1
"5820",1013,"MidSnake_1013","Sep-09",25.5,"10.77",19.50367014,2.274491517,30,5.72,9,2009,1
"5821",1013,"MidSnake_1013","Oct-09",14.94,"5.11",10.63140121,1.983813447,31,5.11,10,2009,1
"5822",1013,"MidSnake_1013","Nov-09",10.33,"1.77",5.686104167,2.134566488,30,3,11,2009,1
"5823",1013,"MidSnake_1013","Dec-09",3.83,"0.44",0.975688844,0.653914449,31,1.67,12,2009,1
"5824",1014,"MidSnake_1014","Jan-09",4.38,"0.83",1.949438844,0.42269231,31,2.39,1,2009,0
"5825",1014,"MidSnake_1014","Feb-09",6.33,"0.94",2.396883639,0.955719809,28,4.17,2,2009,1
"5826",1014,"MidSnake_1014","Mar-09",17.38,"0.77",6.894039417,2.587385773,31,10.17,3,2009,1
"5827",1014,"MidSnake_1014","Apr-09",18.11,"2.16",10.16216319,1.825299278,30,11.28,4,2009,1
"5828",1014,"MidSnake_1014","May-09",17.5,"10.72",13.21923387,1.389182541,31,3.66,5,2009,1
"5829",1014,"MidSnake_1014","Jun-09",19.22,"14.33",16.29488508,1.028936174,30,3.06,6,2009,0
"5830",1014,"MidSnake_1014","Jul-09",24.66,"17.66",21.11948443,1.475035444,30,3.45,7,2009,1
"5831",1014,"MidSnake_1014","Aug-09",25.77,"17.88",22.11174949,1.259360639,31,5.78,8,2009,1
"5832",1014,"MidSnake_1014","Sep-09",24.05,"9.55",18.07848264,2.156775181,30,8.16,9,2009,1
"5833",1014,"MidSnake_1014","Oct-09",13.27,"4.22",9.093571909,2.029550756,31,4.33,10,2009,1
"5834",1014,"MidSnake_1014","Nov-09",7.83,"0.83",3.759402778,1.451563901,30,3.17,11,2009,1
"5835",1014,"MidSnake_1014","Dec-09",3.66,"-0.16",0.603901925,0.84456743,30,1.72,12,2009,1
"5836",1015,"MidSnake_1015","Jan-10",0.38,"0.16",0.327859543,0.041870118,31,0.06,1,2010,1
"5837",1015,"MidSnake_1015","Feb-10",4.61,"0.38",0.878463542,0.803891646,28,1.56,2,2010,1
"5838",1015,"MidSnake_1015","Mar-10",15.22,"3.61",8.375287664,1.405986014,31,7.5,3,2010,1
"5839",1015,"MidSnake_1015","Apr-10",18,"4.61",10.38847434,2.244798223,30,7.77,4,2010,1
"5840",1015,"MidSnake_1015","May-10",12.72,"9.77",10.88729503,0.651991836,31,1.17,5,2010,0
"5841",1015,"MidSnake_1015","Jun-10",15,"12",13.15917708,0.723554268,30,1.55,6,2010,1
"5842",1015,"MidSnake_1015","Jul-10",20,"14.27",16.62153898,1.449168087,31,1.33,7,2010,1
"5843",1015,"MidSnake_1015","Aug-10",21.77,"18.44",20.32117944,0.612543857,31,1.89,8,2010,1
"5844",1015,"MidSnake_1015","Sep-10",18.83,"16.44",17.31734375,0.578535752,30,0.83,9,2010,1
"5845",1015,"MidSnake_1015","Oct-10",17.61,"7.5",13.34556452,2.972001143,31,2.39,10,2010,0
"5846",1015,"MidSnake_1015","Nov-10",11.55,"1.16",5.750120773,2.922868226,30,2,11,2010,0
"5847",1015,"MidSnake_1015","Dec-10",2.22,"0.77",1.213968414,0.291900112,31,1.11,12,2010,1
"5848",1016,"MidSnake_1016","Jan-10",3.12,"-0.16",0.457205026,0.747608184,29,1.6,1,2010,1
"5849",1016,"MidSnake_1016","Feb-10",5.9,"-0.15",1.727904762,1.124900833,28,3.35,2,2010,1
"5850",1016,"MidSnake_1016","Mar-10",7.11,"-0.12",3.109780242,0.529359418,31,5.59,3,2010,1
"5851",1016,"MidSnake_1016","Apr-10",9.65,"0.46",4.459975694,1.230763584,30,6.39,4,2010,0
"5852",1016,"MidSnake_1016","May-10",10.17,"2.62",6.037689516,1.166721924,31,5.64,5,2010,1
"5853",1016,"MidSnake_1016","Jun-10",13.26,"5.11",8.140116104,1.218372938,30,6.16,6,2010,1
"5854",1016,"MidSnake_1016","Jul-10",13.85,"6.63",9.985436156,0.486750797,31,5.85,7,2010,1
"5855",1016,"MidSnake_1016","Aug-10",18.37,"7.88",11.25639449,1.202052955,31,8.49,8,2010,0
"5856",1016,"MidSnake_1016","Sep-10",17.52,"6.62",11.13235417,1.116206914,30,7.89,9,2010,1
"5857",1017,"MidSnake_1017","Jan-10",5.88,"0.72",2.121024512,1.13449721,31,3.83,1,2010,0
"5858",1017,"MidSnake_1017","Feb-10",8.5,"0.72",4.082010025,1.031866493,28,6.34,2,2010,1
"5859",1017,"MidSnake_1017","Mar-10",10.16,"1.05",5.455341398,0.84488718,31,6.94,3,2010,1
"5860",1017,"MidSnake_1017","Apr-10",13.11,"0.99",7.695277083,1.905888463,30,7.5,4,2010,1
"5861",1017,"MidSnake_1017","May-10",16.33,"5.72",10.74056116,1.798750536,31,7.78,5,2010,1
"5862",1017,"MidSnake_1017","Jun-10",24.94,"9.55",15.04495559,2.722338891,30,8.39,6,2010,1
"5863",1017,"MidSnake_1017","Jul-10",27.66,"11.83",20.36817876,1.735602886,31,10.56,7,2010,0
"5864",1017,"MidSnake_1017","Aug-10",28.11,"11.16",19.53349462,2.614910647,31,10.61,8,2010,1
"5865",1017,"MidSnake_1017","Sep-10",23.27,"10.22",15.91319792,1.237862579,30,9.62,9,2010,0
"5866",1017,"MidSnake_1017","Oct-10",20.22,"4.27",11.43510417,2.881623015,31,7.28,10,2010,0
"5867",1017,"MidSnake_1017","Nov-10",12.38,"0.83",4.786709942,3.218721071,30,4.33,11,2010,0
"5868",1017,"MidSnake_1017","Dec-10",5.05,"0.77",1.486119411,0.846773015,31,2.61,12,2010,1
"5869",1018,"MidSnake_1018","Jan-10",3.83,"0.44",2.471626994,0.652953859,31,2.72,1,2010,0
"5870",1018,"MidSnake_1018","Feb-10",6.27,"2.61",4.379471745,0.610059223,28,2.83,2,2010,0
"5871",1018,"MidSnake_1018","Mar-10",9.16,"3.05",6.049297715,0.869621654,31,4.05,3,2010,0
"5872",1018,"MidSnake_1018","Apr-10",11.27,"1.77",7.977315972,1.906476134,30,5,4,2010,1
"5873",1018,"MidSnake_1018","May-10",16.94,"7.22",12.21117944,2.192065635,31,5.5,5,2010,1
"5874",1018,"MidSnake_1018","Jun-10",22.22,"12.61",16.68388194,2.213289008,30,4.17,6,2010,0
"5875",1018,"MidSnake_1018","Jul-10",28.33,"15.94",21.61672715,1.885182455,31,10.28,7,2010,0
"5876",1018,"MidSnake_1018","Aug-10",26.83,"11.61",20.11161466,2.458228806,31,9.39,8,2010,0
"5877",1018,"MidSnake_1018","Sep-10",21.55,"11.61",16.54782639,1.057866397,30,8,9,2010,0
"5878",1018,"MidSnake_1018","Oct-10",20.61,"6.66",12.28663306,2.811690341,31,6.67,10,2010,0
"5879",1018,"MidSnake_1018","Nov-10",11.77,"0.44",5.795961806,2.965988831,30,3.17,11,2010,0
"5880",1018,"MidSnake_1018","Dec-10",3.77,"0.44",2.585625146,0.442419895,31,2.78,12,2010,1
"5881",1019,"MidSnake_1019","Jan-10",7.94,"6.5",7.131552419,0.401313746,31,0.89,1,2010,1
"5882",1019,"MidSnake_1019","Feb-10",8.72,"7.61",8.154021577,0.353981802,28,0.17,2,2010,1
"5883",1019,"MidSnake_1019","Mar-10",9.94,"8.44",9.18905578,0.399144029,31,0.39,3,2010,1
"5884",1019,"MidSnake_1019","Apr-10",14.05,"9",11.21500347,1.568144168,30,1.27,4,2010,1
"5885",1019,"MidSnake_1019","May-10",15.5,"11.27",13.40706653,1.282863905,31,0.72,5,2010,0
"5886",1019,"MidSnake_1019","Jun-10",19.22,"14.88",16.78342708,0.909379155,30,1.78,6,2010,1
"5887",1019,"MidSnake_1019","Jul-10",20.05,"17.5",18.76944892,0.635187881,31,1,7,2010,0
"5888",1019,"MidSnake_1019","Aug-10",21.05,"17",18.90603831,0.776434315,31,1.61,8,2010,0
"5889",1019,"MidSnake_1019","Sep-10",17.66,"16.33",16.86069792,0.362310106,30,0.45,9,2010,1
"5890",1019,"MidSnake_1019","Oct-10",16.77,"11.66",14.51512769,1.549671959,31,0.89,10,2010,1
"5891",1019,"MidSnake_1019","Nov-10",12.83,"6",10.16762153,1.997729835,30,2.06,11,2010,1
"5892",1019,"MidSnake_1019","Dec-10",8.05,"5.11",6.336706989,0.605082076,31,1.73,12,2010,0
"5893",1020,"MidSnake_1020","Jan-10",5.38,"1.55",3.363213544,0.739903679,31,1.44,1,2010,1
"5894",1020,"MidSnake_1020","Feb-10",8.77,"2.83",4.892909226,0.731891933,28,4.16,2,2010,1
"5895",1020,"MidSnake_1020","Mar-10",10.16,"3.33",6.257338856,0.675477878,31,4.89,3,2010,1
"5896",1020,"MidSnake_1020","Apr-10",10.83,"3.38",7.262836806,1.008534162,30,5.94,4,2010,1
"5897",1020,"MidSnake_1020","May-10",12.94,"8.33",10.11107785,0.529031512,31,3.73,5,2010,1
"5898",1020,"MidSnake_1020","Jun-10",12.77,"8.83",10.52475,0.253818615,30,3.39,6,2010,0
"5899",1020,"MidSnake_1020","Jul-10",12.44,"9.11",10.55243952,0.204266396,31,3.11,7,2010,1
"5900",1020,"MidSnake_1020","Aug-10",12.83,"8.94",10.34716398,0.301307066,31,2.83,8,2010,0
"5901",1020,"MidSnake_1020","Sep-10",14.27,"8.94",10.90986111,0.491654651,30,3.55,9,2010,1
"5902",1020,"MidSnake_1020","Oct-10",13.77,"5.27",9.025987604,2.315753382,31,2.66,10,2010,1
"5903",1020,"MidSnake_1020","Nov-10",7.88,"2.22",5.173597222,1.627791047,30,1.61,11,2010,1
"5904",1020,"MidSnake_1020","Dec-10",4.44,"1.44",3.247049731,0.670299144,31,1.44,12,2010,1
"5905",1021,"MidSnake_1021","Jan-10",1.66,"0.61",0.771891801,0.073189609,31,1,1,2010,0
"5906",1021,"MidSnake_1021","Feb-10",6.44,"0.66",2.095029762,0.765039895,28,4.72,2,2010,1
"5907",1021,"MidSnake_1021","Mar-10",8.27,"0.72",4.052335349,0.735299925,31,6.5,3,2010,1
"5908",1021,"MidSnake_1021","Apr-10",12.11,"0.77",5.995510417,1.413046103,30,8.11,4,2010,0
"5909",1021,"MidSnake_1021","May-10",14,"2.27",7.427788978,1.308207194,31,9,5,2010,1
"5910",1021,"MidSnake_1021","Jun-10",19,"6.05",10.36742014,2.181524424,30,7.78,6,2010,0
"5911",1021,"MidSnake_1021","Jul-10",23.88,"9.05",17.70854167,2.442550063,31,8.83,7,2010,1
"5912",1021,"MidSnake_1021","Aug-10",25.11,"11.16",18.85680444,2.139499192,31,9.11,8,2010,1
"5913",1021,"MidSnake_1021","Sep-10",22.16,"10.61",15.18366859,0.904290616,30,8.83,9,2010,1
"5914",1021,"MidSnake_1021","Oct-10",17.55,"6.44",11.06386425,2.432373932,31,5.77,10,2010,1
"5915",1021,"MidSnake_1021","Nov-10",11.05,"0.55",4.502163194,3.065377687,30,3.5,11,2010,0
"5916",1021,"MidSnake_1021","Dec-10",2.83,"0.49",0.900285618,0.480631279,31,1.67,12,2010,1
"5917",1022,"MidSnake_1022","Jan-10",6.27,"0.55",3.121626344,1.298673827,31,2.22,1,2010,1
"5918",1022,"MidSnake_1022","Feb-10",9.72,"2.55",6.082741815,1.109630632,28,3.78,2,2010,0
"5919",1022,"MidSnake_1022","Mar-10",11.66,"4.11",7.395749328,0.884494,31,4.73,3,2010,1
"5920",1022,"MidSnake_1022","Apr-10",13.77,"3.94",9.025802083,2.166387986,30,5.39,4,2010,1
"5921",1022,"MidSnake_1022","May-10",18.88,"7.66",12.91979503,2.303934208,31,6.44,5,2010,0
"5922",1022,"MidSnake_1022","Jun-10",26.77,"14.33",18.86399306,2.393666602,30,6.72,6,2010,1
"5923",1022,"MidSnake_1022","Jul-10",28.05,"17.66",23.45934812,1.356601949,31,6.89,7,2010,1
"5924",1022,"MidSnake_1022","Aug-10",28.22,"14.72",22.09449261,2.271861139,31,6.61,8,2010,0
"5925",1022,"MidSnake_1022","Sep-10",22.77,"13.33",18.03789583,1.03533053,30,5.72,9,2010,1
"5926",1022,"MidSnake_1022","Oct-10",21.16,"7.05",13.88081989,3.168600918,31,4.67,10,2010,0
"5927",1022,"MidSnake_1022","Nov-10",12.77,"0.55",6.072736111,3.495443688,30,3.44,11,2010,0
"5928",1022,"MidSnake_1022","Dec-10",5.44,"0.38",2.761155914,1.267734574,31,2.27,12,2010,1
"5929",1023,"MidSnake_1023","Jan-10",1.05,"0",0.337010476,0.164403295,31,0.61,1,2010,0
"5930",1023,"MidSnake_1023","Feb-10",7.33,"0.33",2.355849594,1.682834592,28,5.28,2,2010,0
"5931",1023,"MidSnake_1023","Mar-10",15.77,"1.22",7.960821061,1.661550276,31,8.88,3,2010,0
"5932",1023,"MidSnake_1023","Apr-10",18.16,"2.55",10.00418333,2.172621223,25,10.94,4,2010,1
"5933",1023,"MidSnake_1023","May-10",13.72,"9.66",11.4772043,0.941627034,31,2.23,5,2010,1
"5934",1023,"MidSnake_1023","Jun-10",17.72,"11.94",14.63885417,0.966974638,30,4.84,6,2010,0
"5935",1023,"MidSnake_1023","Jul-10",20.22,"15.16",16.98710349,0.83347249,31,3.12,7,2010,1
"5936",1023,"MidSnake_1023","Aug-10",22.5,"17.16",19.9073371,0.951652449,31,2.95,8,2010,0
"5937",1023,"MidSnake_1023","Sep-10",20.61,"15.66",17.55499653,0.817149554,30,3.5,9,2010,1
"5938",1023,"MidSnake_1023","Oct-10",19,"5",12.07699261,3.484603225,31,4.56,10,2010,1
"5939",1023,"MidSnake_1023","Nov-10",10.72,"0.61",4.821743056,2.78845726,30,3.05,11,2010,1
"5940",1023,"MidSnake_1023","Dec-10",1.94,"0.44",0.974929435,0.307588746,31,0.89,12,2010,1
"5941",1024,"MidSnake_1024","Jan-11",1.44,"0.49",0.782177419,0.145918002,31,0.61,1,2011,1
"5942",1024,"MidSnake_1024","Feb-11",3.94,"0.77",2.141648065,0.915381173,28,1.16,2,2011,1
"5943",1024,"MidSnake_1024","Mar-11",8.38,"2.61",4.981685513,0.631163691,31,4.44,3,2011,0
"5944",1024,"MidSnake_1024","Apr-11",9.27,"5.22",7.486149306,0.94862271,30,1.39,4,2011,1
"5945",1024,"MidSnake_1024","May-11",12.5,"8.5",10.19365255,0.975732385,31,2.77,5,2011,1
"5946",1024,"MidSnake_1024","Jun-11",13.61,"11.05",12.24270833,0.537366496,30,1.56,6,2011,0
"5947",1024,"MidSnake_1024","Jul-11",17.22,"12.88",14.35758401,0.920212374,31,1.66,7,2011,1
"5948",1024,"MidSnake_1024","Aug-11",21.5,"16.11",19.28550403,1.386528851,31,1.12,8,2011,1
"5949",1024,"MidSnake_1024","Sep-11",21.27,"17.44",19.45485764,0.878712151,30,1.72,9,2011,1
"5950",1024,"MidSnake_1024","Oct-11",18,"7.72",13.54012769,2.564410479,31,4.66,10,2011,1
"5951",1024,"MidSnake_1024","Nov-11",10.33,"3.66",5.672319444,1.189310301,30,2.28,11,2011,1
"5952",1024,"MidSnake_1024","Dec-11",4.83,"0",2.395107527,1.309599827,31,1.39,12,2011,1
"5953",1025,"MidSnake_1025","Jan-11",4.38,"3.27",3.977899866,0.206800692,31,0.5,1,2011,0
"5954",1025,"MidSnake_1025","Feb-11",4.44,"3.38",4.003895089,0.145735567,28,0.78,2,2011,0
"5955",1025,"MidSnake_1025","Mar-11",4.61,"3.66",4.157722943,0.076622605,31,0.56,3,2011,1
"5956",1025,"MidSnake_1025","Apr-11",4.72,"3.72",4.162767174,0.094318615,30,0.78,4,2011,1
"5957",1025,"MidSnake_1025","May-11",5.44,"3.83",4.490967742,0.498254013,31,0.61,5,2011,1
"5958",1025,"MidSnake_1025","Jun-11",7.05,"5.05",5.878225694,0.465161663,30,0.61,6,2011,1
"5959",1025,"MidSnake_1025","Jul-11",7.88,"6.55",7.237046371,0.372765425,31,0.5,7,2011,1
"5960",1025,"MidSnake_1025","Aug-11",10.94,"7.66",8.754049059,0.883413889,31,0.66,8,2011,1
"5961",1025,"MidSnake_1025","Sep-11",12.38,"10.61",11.76925,0.292472506,30,0.83,9,2011,0
"5962",1025,"MidSnake_1025","Oct-11",12.44,"9.83",11.62646505,0.653221168,31,0.61,10,2011,0
"5963",1025,"MidSnake_1025","Nov-11",10.05,"4.38",6.659659722,1.711082962,30,0.56,11,2011,0
"5964",1025,"MidSnake_1025","Dec-11",4.44,"3.27",3.762859543,0.241808018,31,0.5,12,2011,0
"5965",1026,"MidSnake_1026","Jan-11",4,"0.77",1.559839346,0.912098045,31,1.89,1,2011,1
"5966",1026,"MidSnake_1026","Feb-11",4.83,"1.27",2.679444196,0.826128151,28,2.39,2,2011,1
"5967",1026,"MidSnake_1026","Mar-11",9.94,"2.11",4.742110392,0.905306557,31,4.44,3,2011,0
"5968",1026,"MidSnake_1026","Apr-11",10.77,"2.61",7.018901926,0.922893286,30,6.55,4,2011,0
"5969",1026,"MidSnake_1026","May-11",15.55,"5.11",10.06439286,1.258413688,31,7.27,5,2011,1
"5970",1026,"MidSnake_1026","Jun-11",18.94,"6.94",13.25334982,1.985835207,30,6.11,6,2011,1
"5971",1026,"MidSnake_1026","Jul-11",26.16,"12.83",19.20553898,1.250703836,31,8.94,7,2011,1
"5972",1026,"MidSnake_1026","Aug-11",26.44,"14.72",20.21336305,0.871554213,31,8.78,8,2011,1
"5973",1026,"MidSnake_1026","Sep-11",22.5,"10.77",16.69246988,1.403072317,30,8.89,9,2011,0
"5974",1026,"MidSnake_1026","Oct-11",16.11,"3.05",10.01652303,2.340474245,29,5.67,10,2011,0
"5975",1026,"MidSnake_1026","Nov-11",7.5,"0.99",3.396837317,1.036986187,30,4,11,2011,0
"5976",1026,"MidSnake_1026","Dec-11",2.83,"0.88",1.04489074,0.175797767,31,1.78,12,2011,1
"5977",1027,"MidSnake_1027","Jan-11",3.22,"0.44",1.788245968,0.593737415,31,2.78,1,2011,1
"5978",1027,"MidSnake_1027","Feb-11",5.27,"0.44",2.323723958,0.790363526,28,2.94,2,2011,1
"5979",1027,"MidSnake_1027","Mar-11",11.33,"1.11",4.929364919,1.155136818,31,4.56,3,2011,1
"5980",1027,"MidSnake_1027","Apr-11",11.27,"3.66",7.365444444,1.064839872,30,4.77,4,2011,1
"5981",1027,"MidSnake_1027","May-11",15.66,"7.66",11.1765121,1.481484505,31,5.16,5,2011,1
"5982",1027,"MidSnake_1027","Jun-11",21.61,"9.11",15.55104514,2.542584115,30,4.67,6,2011,1
"5983",1027,"MidSnake_1027","Jul-11",27.22,"15.88",21.5188004,1.336191083,31,8.27,7,2011,0
"5984",1027,"MidSnake_1027","Aug-11",28.33,"16.38",21.92363911,1.025944158,31,8.78,8,2011,1
"5985",1027,"MidSnake_1027","Sep-11",23,"12.55",17.84846528,1.264372712,30,9.83,9,2011,1
"5986",1027,"MidSnake_1027","Oct-11",19.27,"5.05",11.08331989,2.596591547,31,4.11,10,2011,0
"5987",1027,"MidSnake_1027","Nov-11",8.33,"0.38",3.387791667,1.206049082,30,2.72,11,2011,1
"5988",1027,"MidSnake_1027","Dec-11",2.66,"0.33",0.708645833,0.263137023,31,1.89,12,2011,1
"5989",1028,"MidSnake_1028","Jan-11",6.16,"0.38",4.496582661,0.902520431,31,4.06,1,2011,0
"5990",1028,"MidSnake_1028","Feb-11",7,"3.44",5.567243627,0.903878197,28,1.56,2,2011,0
"5991",1028,"MidSnake_1028","Mar-11",10.77,"4.94",7.474448925,0.756680183,31,2.39,3,2011,1
"5992",1028,"MidSnake_1028","Apr-11",12.55,"7.77",10.26313889,0.86538499,30,1.67,4,2011,1
"5993",1028,"MidSnake_1028","May-11",17.94,"10.88",13.86429435,1.376505243,31,3.39,5,2011,0
"5994",1028,"MidSnake_1028","Jun-11",22,"12.61",17.07716319,1.948030737,30,3.23,6,2011,0
"5995",1028,"MidSnake_1028","Jul-11",22.44,"18.33",20.72134073,0.54319866,31,2.22,7,2011,0
"5996",1028,"MidSnake_1028","Aug-11",23.88,"19.22",20.94966398,0.676640901,31,3.39,8,2011,1
"5997",1028,"MidSnake_1028","Sep-11",20.33,"16",18.27595486,0.914738518,30,1.72,9,2011,0
"5998",1028,"MidSnake_1028","Oct-11",17.88,"9.5",13.58385753,1.916660349,31,1.83,10,2011,1
"5999",1028,"MidSnake_1028","Nov-11",11.66,"5.44",7.34565625,1.047863468,30,1.83,11,2011,1
"6000",1028,"MidSnake_1028","Dec-11",6.33,"1.22",3.463494624,1.001552399,31,2.33,12,2011,1
"6001",1029,"MidSnake_1029","Jan-11",4.16,"0.77",2.309317876,1.057652685,31,1.5,1,2011,1
"6002",1029,"MidSnake_1029","Feb-11",6.38,"0.61",3.236545355,0.988376525,28,3.39,2,2011,1
"6003",1029,"MidSnake_1029","Mar-11",9.66,"2.33",5.622134759,0.635263697,31,4.66,3,2011,1
"6004",1029,"MidSnake_1029","Apr-11",8.05,"5.16",6.396374306,0.734295961,30,0.88,4,2011,0
"6005",1029,"MidSnake_1029","May-11",14.72,"5.38",9.335720015,2.773253577,31,3.5,5,2011,0
"6006",1029,"MidSnake_1029","Jun-11",18.11,"9.05",13.73404167,2.13359095,30,6.11,6,2011,1
"6007",1029,"MidSnake_1029","Jul-11",13.5,"8.83",11.14246976,0.270268609,31,3.83,7,2011,1
"6008",1029,"MidSnake_1029","Aug-11",13.55,"8.77",10.64110551,0.471353173,31,3.28,8,2011,1
"6009",1029,"MidSnake_1029","Sep-11",11.61,"8.22",9.569503472,0.146392165,30,3.28,9,2011,0
"6010",1029,"MidSnake_1029","Oct-11",12.22,"5.11",8.836441532,1.029032726,31,4.17,10,2011,0
"6011",1029,"MidSnake_1029","Nov-11",7.72,"2.33",4.450121528,0.723744558,30,3.11,11,2011,1
"6012",1029,"MidSnake_1029","Dec-11",5.11,"1.16",2.886465054,0.753962174,31,1.5,12,2011,1
"6013",1030,"MidSnake_1030","Jan-11",4.11,"0.49",1.073072113,0.722999997,31,2.72,1,2011,1
"6014",1030,"MidSnake_1030","Feb-11",4.61,"0.55",1.586549672,0.73717699,21,3.23,2,2011,1
"6015",1030,"MidSnake_1030","Mar-11",9,"0.72",3.282543882,0.896111214,31,5.73,3,2011,0
"6016",1030,"MidSnake_1030","Apr-11",9.72,"2.55",5.70165625,0.654037941,30,5.73,4,2011,1
"6017",1030,"MidSnake_1030","May-11",11.94,"4.16",7.408135692,0.650672094,31,6.78,5,2011,0
"6018",1030,"MidSnake_1030","Jun-11",14.38,"5.44",9.042291667,0.974423431,30,7.39,6,2011,0
"6019",1030,"MidSnake_1030","Jul-11",22,"7.72",14.95867944,2.226621331,31,8.22,7,2011,1
"6020",1030,"MidSnake_1030","Aug-11",24.61,"14.72",19.55585349,0.839062445,31,7.45,8,2011,1
"6021",1030,"MidSnake_1030","Sep-11",21.77,"10.44",16.30658333,1.257953396,30,8.45,9,2011,1
"6022",1030,"MidSnake_1030","Oct-11",17.72,"3.61",10.1809711,2.340698319,31,6.34,10,2011,0
"6023",1030,"MidSnake_1030","Nov-11",8.55,"0.88",3.170689616,0.982681395,30,4.33,11,2011,0
"6024",1030,"MidSnake_1030","Dec-11",4.11,"0.77",1.074176747,0.309113359,31,3.28,12,2011,1
"6025",1031,"MidSnake_1031","Jan-11",3.38,"0.44",1.343192204,0.912664662,31,2.44,1,2011,1
"6026",1031,"MidSnake_1031","Feb-11",6.66,"0.38",3.189129464,1.193166004,28,2.73,2,2011,1
"6027",1031,"MidSnake_1031","Mar-11",10.66,"2.44",5.650090726,0.947059699,31,3.28,3,2011,1
"6028",1031,"MidSnake_1031","Apr-11",11.27,"5.38",8.304857639,1.196737989,30,2.5,4,2011,0
"6029",1031,"MidSnake_1031","May-11",16.38,"7.27",12.0568246,1.716529535,31,3.84,5,2011,1
"6030",1031,"MidSnake_1031","Jun-11",23.66,"11",17.60979514,2.979968599,30,3.72,6,2011,1
"6031",1031,"MidSnake_1031","Jul-11",27.77,"19.27",23.38285954,0.839964121,31,6.39,7,2011,1
"6032",1031,"MidSnake_1031","Aug-11",27.61,"19.16",23.29329973,0.937089535,31,6.38,8,2011,1
"6033",1031,"MidSnake_1031","Sep-11",24.22,"15.11",19.56203125,1.104461157,30,6.28,9,2011,1
"6034",1031,"MidSnake_1031","Oct-11",20.72,"6.88",12.83106519,2.692963195,31,4.28,10,2011,1
"6035",1031,"MidSnake_1031","Nov-11",9.44,"1.44",4.696684028,1.224126456,30,3.39,11,2011,0
"6036",1031,"MidSnake_1031","Dec-11",3.72,"0.49",0.881159274,0.536909543,31,1.61,12,2011,0
"6037",1032,"MidSnake_1032","Jan-11",1.16,"-0.44",0.307879704,0.229320547,31,0.78,1,2011,1
"6038",1032,"MidSnake_1032","Feb-11",5.94,"0.49",2.536421131,1.06737197,28,3.78,2,2011,1
"6039",1032,"MidSnake_1032","Mar-11",18,"2.94",6.600717625,1.804466723,31,8.06,3,2011,1
"6040",1032,"MidSnake_1032","Apr-11",18.5,"4.38",9.609590278,1.736000215,30,9.39,4,2011,1
